Temps;temps_ms;Temps_acquisition;Ancre;X;Y;Z;Precision %;Temps_s;Position erreur
00:00:07.210;7210;200;49A2;0.71;13.06;0.73;99;7.21;0.2961418578992171
00:00:07.410;7410;200;49A2;1.11;13.01;0.07;99;7.41;0.11045361017187269
00:00:07.510;7510;100;49A2;1.19;13.01;0.13;99;7.51;0.1902629759044044
00:00:07.610;7610;100;49A2;0.74;13.04;-0.23;98;7.61;0.263058928759318
00:00:07.810;7810;200;49A2;1.00;13.02;-0.31;98;7.81;0.019999999999999574
00:00:07.910;7910;100;49A2;0.82;13.04;-0.53;98;7.91;0.18439088914585763
00:00:08.10;8010;100;49A2;1.05;13.02;-0.68;98;8.01;0.053851648071344925
00:00:08.110;8110;100;49A2;1.19;13.00;-0.14;98;8.11;0.18999999999999995
00:00:08.410;8410;300;49A2;0.66;13.05;0.47;98;8.41;0.34365680554879174
00:00:08.610;8610;200;49A2;0.79;13.04;0.22;98;8.61;0.2137755832643193
00:00:08.710;8710;100;49A2;1.00;13.02;0.11;99;8.71;0.019999999999999574
00:00:08.810;8810;100;49A2;0.74;13.03;-0.06;98;8.81;0.26172504656604795
00:00:09.110;9110;300;49A2;0.68;13.06;0.71;98;9.11;0.32557641192199416
00:00:09.210;9210;100;49A2;0.63;13.06;0.84;98;9.21;0.3748332962798263
00:00:09.310;9310;100;49A2;0.56;13.06;1.03;98;9.31;0.4440720662234904
00:00:09.410;9410;100;49A2;0.49;13.07;1.00;98;9.41;0.51478150704935
00:00:09.510;9510;100;49A2;0.37;13.07;1.10;98;9.51;0.6338769596696192
00:00:09.620;9620;110;49A2;0.39;13.07;1.09;98;9.62;0.6140032573203501
00:00:09.820;9820;200;49A2;0.61;13.05;0.50;99;9.82;0.3931920650267501
00:00:10.20;10020;200;49A2;0.51;13.05;0.81;98;10.02;0.4925444142409901
00:00:10.120;10120;100;49A2;0.60;13.04;0.96;98;10.12;0.40199502484483557
00:00:10.220;10220;100;49A2;0.90;13.02;0.71;99;10.22;0.1019803902718556
00:00:10.320;10320;100;49A2;0.75;13.03;0.83;98;10.32;0.2517935662402833
00:00:10.520;10520;200;49A2;1.03;13.02;0.48;98;10.52;0.03605551275463968
00:00:10.620;10620;100;49A2;1.17;13.02;0.65;98;10.62;0.17117242768623678
00:00:10.920;10920;300;49A2;1.13;13.04;-0.03;98;10.92;0.13601470508735408
00:00:11.20;11020;100;49A2;1.25;13.02;0.23;98;11.02;0.250798724079689
00:00:11.120;11120;100;49A2;0.99;13.02;0.11;99;11.12;0.02236067977499752
00:00:11.320;11320;200;49A2;1.12;13.01;-0.20;98;11.32;0.12041594578792304
00:00:11.520;11520;200;49A2;0.77;13.03;-0.21;98;11.52;0.23194827009486393
00:00:11.620;11620;100;49A2;0.73;13.04;0.10;98;11.62;0.27294688127912353
00:00:11.720;11720;100;49A2;0.67;13.04;0.27;99;11.72;0.3324154027718931
00:00:11.820;11820;100;49A2;0.70;13.02;0.40;99;11.82;0.3006659275674582
00:00:12.20;12020;200;49A2;0.92;13.02;-0.17;98;12.02;0.08246211251235307
00:00:12.120;12120;100;49A2;0.87;13.03;0.15;98;12.12;0.13341664064126318
00:00:12.220;12220;100;49A2;0.56;13.05;0.42;98;12.22;0.4428317965096906
00:00:12.420;12420;200;49A2;0.91;13.03;0.26;98;12.42;0.09486832980505115
00:00:12.520;12520;100;49A2;0.87;13.04;0.47;98;12.52;0.1360147050873542
00:00:12.620;12620;100;49A2;0.76;13.05;0.65;98;12.62;0.2451530134426254
00:00:12.720;12720;100;49A2;1.01;13.04;0.24;98;12.72;0.041231056256175784
00:00:12.820;12820;100;49A2;0.57;13.05;-0.02;98;12.82;0.43289721643826734
00:00:12.920;12920;100;49A2;0.58;13.05;0.17;99;12.92;0.4229657196511321
00:00:13.20;13020;100;49A2;0.91;13.03;-0.03;98;13.02;0.09486832980505115
00:00:13.120;13120;100;49A2;0.88;13.04;0.37;98;13.12;0.1264911064067349
00:00:13.220;13220;100;49A2;0.70;13.05;0.51;98;13.22;0.3041381265149111
00:00:13.320;13320;100;49A2;0.86;13.03;0.04;98;13.32;0.1431782106327634
00:00:13.520;13520;200;49A2;1.06;13.00;0.03;98;13.52;0.06000000000000005
00:00:13.720;13720;200;49A2;0.85;13.02;0.36;98;13.72;0.15132745950421553
00:00:13.820;13820;100;49A2;0.83;13.03;0.62;98;13.82;0.1726267650163206
00:00:14.20;14020;200;49A2;1.04;13.02;0.21;98;14.02;0.044721359549995635
00:00:14.120;14120;100;49A2;1.06;13.02;-0.20;98;14.12;0.0632455532033675
00:00:14.220;14220;100;49A2;0.82;13.03;-0.38;98;14.22;0.18248287590894655
00:00:14.320;14320;100;49A2;1.07;13.01;-0.67;98;14.32;0.07071067811865478
00:00:14.420;14420;100;49A2;1.23;13.00;-0.28;98;14.42;0.22999999999999998
00:00:14.520;14520;100;49A2;1.14;13.01;-0.42;99;14.52;0.14035668847618188
00:00:14.630;14630;110;49A2;1.13;13.03;-0.26;99;14.63;0.1334166406412631
00:00:14.730;14730;100;49A2;1.24;13.01;0.04;98;14.73;0.24020824298928625
00:00:15.130;15130;400;49A2;0.56;13.05;-0.45;98;15.13;0.4428317965096906
00:00:15.230;15230;100;49A2;0.97;13.03;-0.43;98;15.23;0.04242640687119242
00:00:15.330;15330;100;49A2;0.88;13.03;-0.04;98;15.33;0.12369316876852966
00:00:15.430;15430;100;49A2;1.12;13.02;-0.26;98;15.43;0.12165525060596444
00:00:15.630;15630;200;49A2;1.19;13.02;-0.45;98;15.63;0.19104973174542791
00:00:15.730;15730;100;49A2;1.18;13.03;-0.26;99;15.73;0.18248287590894643
00:00:16.30;16030;300;49A2;0.83;13.03;-0.27;99;16.03;0.1726267650163206
00:00:16.130;16130;100;49A2;0.82;13.03;0.17;98;16.13;0.18248287590894655
00:00:16.330;16330;200;49A2;0.71;13.04;0.61;98;16.33;0.2927456233660889
00:00:16.430;16430;100;49A2;0.64;13.05;0.78;98;16.43;0.36345563690772503
00:00:17.30;17030;600;49A2;1.10;13.02;-0.41;98;17.03;0.10198039027185571
00:00:17.130;17130;100;49A2;0.94;13.02;-0.59;98;17.13;0.0632455532033675
00:00:17.330;17330;200;49A2;0.94;13.04;0.24;98;17.33;0.07211102550927936
00:00:17.430;17430;100;49A2;1.25;13.02;-0.17;98;17.43;0.250798724079689
00:00:17.530;17530;100;49A2;1.14;13.01;0.05;99;17.53;0.14035668847618188
00:00:17.730;17730;200;49A2;0.99;13.02;-0.18;98;17.73;0.02236067977499752
00:00:17.830;17830;100;49A2;0.89;13.02;0.09;98;17.83;0.1118033988749894
00:00:17.930;17930;100;49A2;1.12;13.02;-0.11;98;17.93;0.12165525060596444
00:00:18.30;18030;100;49A2;0.96;13.03;-0.39;98;18.03;0.04999999999999964
00:00:18.130;18130;100;49A2;0.91;13.03;0.06;98;18.13;0.09486832980505115
00:00:18.230;18230;100;49A2;1.08;13.03;-0.16;98;18.23;0.08544003745317516
00:00:18.630;18630;400;49A2;1.03;13.02;-0.43;98;18.63;0.03605551275463968
00:00:18.830;18830;200;49A2;0.64;13.04;-0.24;98;18.83;0.3622154055254966
00:00:19.30;19030;200;49A2;0.70;13.04;0.31;98;19.03;0.30265491900843106
00:00:19.130;19130;100;49A2;0.60;13.05;0.42;98;19.13;0.40311288741492757
00:00:19.230;19230;100;49A2;0.88;13.03;0.15;98;19.23;0.12369316876852966
00:00:19.330;19330;100;49A2;0.86;13.03;0.41;98;19.33;0.1431782106327634
00:00:19.530;19530;200;49A2;0.84;13.03;-0.23;98;19.53;0.162788205960997
00:00:19.630;19630;100;49A2;0.81;13.03;0.18;98;19.63;0.1923538406167133
00:00:19.740;19740;110;49A2;0.96;13.02;-0.00;99;19.74;0.044721359549995635
00:00:19.840;19840;100;49A2;0.96;13.03;0.39;98;19.84;0.04999999999999964
00:00:19.940;19940;100;49A2;0.87;13.04;0.65;98;19.94;0.1360147050873542
00:00:20.240;20240;300;49A2;0.86;13.05;0.45;98;20.24;0.1486606874731853
00:00:20.340;20340;100;49A2;0.75;13.06;0.74;98;20.34;0.25709920264364894
00:00:20.440;20440;100;49A2;0.71;13.06;0.93;98;20.44;0.2961418578992171
00:00:20.540;20540;100;49A2;0.65;13.06;0.96;98;20.54;0.35510561809129415
00:00:20.940;20940;400;49A2;0.93;13.04;-0.07;98;20.94;0.08062257748298503
00:00:21.40;21040;100;49A2;0.80;13.04;0.16;98;21.04;0.2039607805437112
00:00:21.240;21240;200;49A2;0.64;13.05;0.42;99;21.24;0.36345563690772503
00:00:21.340;21340;100;49A2;0.64;13.05;0.66;98;21.34;0.36345563690772503
00:00:21.440;21440;100;49A2;0.66;13.05;0.88;98;21.44;0.34365680554879174
00:00:21.540;21540;100;49A2;0.59;13.06;0.92;98;21.54;0.4143669871020133
00:00:21.840;21840;300;49A2;1.02;13.01;0.15;98;21.84;0.022360679774997817
00:00:21.940;21940;100;49A2;0.95;13.02;-0.23;98;21.94;0.053851648071344925
00:00:22.140;22140;200;49A2;0.88;13.03;-0.57;98;22.14;0.12369316876852966
00:00:22.240;22240;100;49A2;1.07;13.02;-0.75;98;22.24;0.07280109889280513
00:00:22.540;22540;300;49A2;1.09;13.03;-0.53;98;22.54;0.09486832980505126
00:00:22.740;22740;200;49A2;0.77;13.04;-0.22;98;22.74;0.2334523505985749
00:00:22.840;22840;100;49A2;0.82;13.04;0.11;98;22.84;0.18439088914585763
00:00:23.40;23040;200;49A2;1.04;13.02;-0.34;99;23.04;0.044721359549995635
00:00:23.240;23240;200;49A2;1.14;13.02;-0.72;98;23.24;0.14142135623730934
00:00:23.340;23340;100;49A2;0.97;13.02;-0.81;98;23.34;0.03605551275463968
00:00:23.640;23640;300;49A2;0.90;13.02;-0.46;98;23.64;0.1019803902718556
00:00:23.740;23740;100;49A2;1.11;13.00;-0.56;98;23.74;0.1100000000000001
00:00:23.940;23940;200;49A2;1.05;13.01;-0.73;98;23.94;0.050990195135927854
00:00:24.140;24140;200;49A2;0.73;13.04;-0.37;98;24.14;0.27294688127912353
00:00:24.240;24240;100;49A2;1.06;13.02;-0.47;98;24.24;0.0632455532033675
00:00:24.440;24440;200;49A2;0.79;13.04;-0.22;98;24.44;0.2137755832643193
00:00:24.540;24540;100;49A2;0.78;13.04;0.13;98;24.54;0.2236067977499788
00:00:24.640;24640;100;49A2;1.02;13.03;-0.17;98;24.64;0.03605551275463937
00:00:24.850;24850;210;49A2;0.84;13.04;-0.24;99;24.85;0.16492422502470624
00:00:25.50;25050;200;49A2;0.90;13.04;-0.57;98;25.05;0.10770329614268974
00:00:25.150;25150;100;49A2;0.65;13.06;-0.03;98;25.15;0.35510561809129415
00:00:25.250;25250;100;49A2;0.62;13.07;0.29;98;25.25;0.3863935817272332
00:00:25.450;25450;200;49A2;0.73;13.04;0.29;98;25.45;0.27294688127912353
00:00:25.550;25550;100;49A2;0.94;13.03;-0.14;98;25.55;0.06708203932499344
00:00:25.650;25650;100;49A2;0.84;13.04;0.14;98;25.65;0.16492422502470624
00:00:25.750;25750;100;49A2;0.97;13.02;-0.14;98;25.75;0.03605551275463968
00:00:25.850;25850;100;49A2;0.77;13.04;0.26;98;25.85;0.2334523505985749
00:00:26.250;26250;400;49A2;0.96;13.03;-0.13;98;26.25;0.04999999999999964
00:00:26.350;26350;100;49A2;0.78;13.04;0.02;99;26.35;0.2236067977499788
00:00:26.450;26450;100;49A2;0.79;13.05;0.24;98;26.45;0.21587033144922915
00:00:26.550;26550;100;49A2;0.66;13.05;0.28;99;26.55;0.34365680554879174
00:00:26.650;26650;100;49A2;0.66;13.06;0.48;98;26.65;0.3452535300326414
00:00:26.750;26750;100;49A2;0.86;13.03;0.10;98;26.75;0.1431782106327634
00:00:26.850;26850;100;49A2;0.76;13.04;0.17;99;26.85;0.24331050121192865
00:00:27.150;27150;300;49A2;0.77;13.04;0.04;98;27.15;0.2334523505985749
00:00:27.450;27450;300;49A2;1.07;13.03;-0.29;98;27.45;0.07615773105863889
00:00:27.650;27650;200;49A2;1.03;13.03;-0.49;98;27.65;0.04242640687119242
00:00:27.750;27750;100;49A2;0.93;13.03;-0.58;98;27.75;0.07615773105863878
00:00:27.850;27850;100;49A2;1.10;13.02;-0.71;98;27.85;0.10198039027185571
00:00:28.50;28050;200;49A2;1.02;13.01;-0.98;98;28.05;0.022360679774997817
00:00:28.150;28150;100;49A2;0.90;13.03;-1.02;98;28.15;0.1044030650891053
00:00:28.250;28250;100;49A2;0.81;13.04;-0.46;98;28.25;0.19416487838947577
00:00:28.450;28450;200;49A2;0.87;13.03;-0.23;98;28.45;0.13341664064126318
00:00:28.650;28650;200;49A2;1.12;13.01;0.05;98;28.65;0.12041594578792304
00:00:28.750;28750;100;49A2;0.90;13.02;-0.16;98;28.75;0.1019803902718556
00:00:29.50;29050;300;49A2;1.18;12.99;-0.23;98;29.05;0.1802775637731994
00:00:29.350;29350;300;49A2;0.74;13.03;0.46;98;29.35;0.26172504656604795
00:00:29.450;29450;100;49A2;1.02;13.01;0.19;98;29.45;0.022360679774997817
00:00:29.550;29550;100;49A2;1.19;13.00;0.32;98;29.55;0.18999999999999995
00:00:29.650;29650;100;49A2;0.97;13.02;0.02;98;29.65;0.03605551275463968
00:00:29.760;29760;110;49A2;0.88;13.03;0.38;98;29.76;0.12369316876852966
00:00:29.860;29860;100;49A2;0.78;13.03;0.60;98;29.86;0.22203603311174508
